employee_id,department,recruitment_channel,no_of_trainings,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
E29056,Sales & Marketing,sourcing,1,2.0,6,0,51,0
E5523,Sales & Marketing,other,1,3.0,7,0,50,1
E39718,Analytics,other,1,5.0,6,0,83,0
E48681,Finance,sourcing,1,2.0,10,0,66,0
E36110,Procurement,other,1,4.0,4,0,70,0
E45494,Sales & Marketing,other,1,,1,0,50,0
E38843,Procurement,sourcing,2,2.0,2,0,71,0
E77588,Technology,other,1,3.0,3,0,80,0
E77284,Technology,sourcing,1,,1,0,82,1
E6527,Operations,other,1,3.0,8,0,58,0
E55066,Operations,other,1,,1,0,61,0
E43453,Operations,sourcing,1,3.0,2,0,61,0
E37666,Legal,sourcing,1,3.0,6,0,63,0
E32274,Technology,other,1,5.0,7,0,79,1
E70828,Sales & Marketing,sourcing,2,1.0,13,0,50,0
E49691,Sales & Marketing,other,2,3.0,3,0,46,0
E77191,Operations,sourcing,1,4.0,5,0,65,0
E32814,Sales & Marketing,other,2,5.0,12,0,51,0
E48567,Sales & Marketing,sourcing,1,4.0,3,0,54,0
E27860,Sales & Marketing,other,1,3.0,16,0,47,0
E46889,Procurement,other,1,3.0,4,0,67,0
E18490,Operations,sourcing,1,3.0,3,0,58,0
E19787,Sales & Marketing,other,1,1.0,10,0,47,0
E45205,Procurement,other,2,2.0,4,0,65,0
E10827,Analytics,other,1,3.0,2,0,85,0
E17058,Finance,other,1,3.0,2,0,57,0
E53972,Procurement,other,1,1.0,2,0,68,0
E72692,Procurement,other,1,4.0,18,0,69,0
E72355,Procurement,sourcing,1,1.0,10,0,71,0
E3519,Operations,other,1,3.0,3,0,61,0
E66029,Finance,other,1,5.0,6,0,62,0
E51642,Sales & Marketing,sourcing,1,4.0,6,0,50,0
E64042,Finance,sourcing,1,4.0,9,0,62,0
E77946,Operations,referred,1,4.0,6,0,59,0
E37431,Sales & Marketing,other,3,2.0,2,0,49,0
E25265,Technology,sourcing,1,3.0,4,0,81,0
E27083,Sales & Marketing,sourcing,3,3.0,1,0,45,0
E64826,Sales & Marketing,sourcing,1,3.0,9,0,45,0
E25810,Sales & Marketing,other,1,5.0,3,0,51,0
E7085,HR,sourcing,1,,1,0,47,0
E65931,Sales & Marketing,sourcing,1,5.0,7,0,48,0
E9184,Operations,sourcing,1,4.0,3,0,61,0
E77461,Sales & Marketing,sourcing,2,3.0,3,1,59,1
E57300,Procurement,sourcing,2,3.0,3,0,67,0
E50390,Operations,sourcing,2,3.0,8,0,60,0
E3273,Operations,sourcing,1,4.0,2,0,59,0
E6892,Operations,other,1,3.0,13,0,59,0
E13451,Technology,sourcing,1,4.0,2,0,81,0
E31584,Operations,sourcing,1,1.0,6,0,57,0
E28287,Technology,other,1,,1,0,80,0
E69747,HR,other,1,1.0,4,0,48,0
E75487,Technology,sourcing,1,4.0,8,0,78,0
E9687,Technology,other,2,3.0,3,0,77,0
E35489,Operations,other,1,4.0,9,0,60,0
E40968,Analytics,sourcing,1,4.0,12,0,86,0
E3493,Sales & Marketing,sourcing,1,2.0,9,0,50,0
E4733,Technology,other,2,3.0,3,0,82,0
E41483,HR,sourcing,1,2.0,5,0,49,0
E14571,Technology,sourcing,1,1.0,7,0,86,0
E36632,Sales & Marketing,other,1,4.0,4,0,50,0
E56999,Technology,referred,1,,1,0,85,0
E40095,Operations,other,1,4.0,9,0,63,0
E70684,Sales & Marketing,other,1,1.0,4,0,49,0
E45902,Operations,other,1,2.0,9,0,57,0
E51633,Sales & Marketing,sourcing,1,4.0,2,0,52,0
E17969,Sales & Marketing,sourcing,1,1.0,9,0,49,0
E11168,Operations,other,1,4.0,9,0,62,0
E69560,Procurement,sourcing,1,3.0,4,0,73,0
E41111,Operations,other,1,4.0,8,0,60,0
E41382,Procurement,other,1,3.0,7,0,65,0
E11717,Analytics,other,1,,1,0,85,0
E13071,Procurement,sourcing,1,5.0,3,0,74,0
E15825,Operations,sourcing,1,4.0,7,0,60,0
E25395,Operations,other,1,1.0,2,0,56,0
E70877,Technology,sourcing,1,4.0,7,0,78,0
E32480,Procurement,other,1,5.0,6,0,74,0
E28414,Operations,other,1,3.0,25,0,61,0
E65923,Sales & Marketing,sourcing,1,3.0,2,0,50,0
E12481,Finance,sourcing,1,3.0,6,0,64,0
E25759,Operations,other,1,5.0,3,0,59,0
E39294,Technology,other,1,3.0,3,0,79,0
E33743,Sales & Marketing,other,2,3.0,6,0,52,0
E42998,Technology,other,1,4.0,6,0,78,0
E54093,Operations,other,1,5.0,5,0,64,0
E33508,Finance,sourcing,1,,1,0,61,0
E12758,Technology,other,2,3.0,3,0,79,0
E15565,Operations,other,1,5.0,4,1,58,1
E12387,Technology,sourcing,1,3.0,7,0,83,0
E73923,Sales & Marketing,other,1,3.0,4,0,53,0
E3297,Technology,other,1,3.0,6,0,80,0
E42956,Technology,referred,1,3.0,4,0,78,0
E44711,Analytics,sourcing,4,5.0,5,0,86,0
E47264,Sales & Marketing,other,1,5.0,5,0,50,0
E62007,Procurement,other,1,5.0,8,0,65,0
E24743,Procurement,other,1,2.0,13,0,66,0
E14951,Operations,other,1,1.0,3,0,58,0
E13465,Operations,other,1,3.0,4,0,60,0
E55135,Sales & Marketing,other,1,3.0,18,0,55,0
E29299,Operations,other,1,3.0,3,0,62,0
E75375,Operations,other,3,3.0,3,0,57,0
E33218,Operations,other,1,4.0,6,0,73,1
E66264,Operations,other,1,3.0,1,0,62,0
E30240,Sales & Marketing,other,1,,1,0,47,1
E55989,Analytics,other,1,4.0,9,0,83,0
E78000,Sales & Marketing,other,1,1.0,3,0,48,0
E4586,Sales & Marketing,other,2,3.0,2,0,52,0
E73551,Sales & Marketing,other,1,3.0,6,0,49,0
E43812,Finance,other,1,3.0,6,0,56,0
E74032,Sales & Marketing,other,1,4.0,2,0,48,1
E68257,Analytics,sourcing,1,5.0,4,0,82,0
E7089,Operations,sourcing,2,3.0,2,0,62,0
E57129,Sales & Marketing,other,2,3.0,2,0,50,0
E26372,Operations,other,1,2.0,18,0,60,0
E53045,Technology,other,1,,1,0,77,0
E36381,Procurement,other,1,3.0,3,0,67,0
E13744,Procurement,sourcing,1,5.0,5,0,70,1
E24811,Procurement,sourcing,2,3.0,7,0,68,0
E56287,HR,sourcing,1,3.0,2,0,47,0
E57304,Procurement,other,1,3.0,20,0,66,0
E66133,Sales & Marketing,other,1,1.0,15,0,51,0
E2075,Legal,sourcing,1,3.0,4,0,63,0
E53887,Operations,sourcing,1,5.0,5,0,58,0
E62164,Sales & Marketing,sourcing,2,4.0,2,0,47,0
E47394,Analytics,sourcing,2,3.0,3,0,84,0
E20231,Sales & Marketing,other,2,4.0,4,0,52,0
E8017,Sales & Marketing,sourcing,1,2.0,7,0,49,0
E63307,Operations,sourcing,1,5.0,2,0,64,1
E71290,Operations,other,1,3.0,7,0,59,0
E43095,Finance,sourcing,1,4.0,7,0,58,0
E9863,Procurement,sourcing,1,4.0,4,0,70,0
E14074,Sales & Marketing,other,2,3.0,7,0,44,0
E29253,Analytics,other,1,1.0,3,0,85,0
E23976,Analytics,sourcing,1,3.0,5,0,93,1
E16293,Procurement,other,3,3.0,5,0,69,0
E22163,Procurement,sourcing,1,1.0,3,0,70,0
E41190,Sales & Marketing,other,2,3.0,5,0,50,0
E75222,Sales & Marketing,sourcing,1,3.0,2,0,51,0
E23821,Sales & Marketing,other,1,2.0,3,0,52,0
E7961,Sales & Marketing,other,1,3.0,5,0,49,0
E62472,Analytics,sourcing,3,3.0,2,0,86,0
E52381,Operations,sourcing,1,5.0,3,0,61,0
E24730,Sales & Marketing,other,1,,1,0,48,0
E49606,Analytics,sourcing,2,2.0,3,0,87,0
E31748,Procurement,sourcing,2,3.0,4,0,70,0
E41047,Technology,sourcing,2,5.0,3,0,80,1
E18994,Technology,sourcing,1,5.0,6,0,76,0
E76297,Procurement,other,1,3.0,5,0,69,0
E31062,Operations,sourcing,1,5.0,17,0,60,0
E18348,Analytics,other,1,3.0,7,0,80,0
E1645,Sales & Marketing,other,1,5.0,6,0,47,1
E60728,Analytics,other,1,3.0,5,0,80,0
E74964,Sales & Marketing,sourcing,1,4.0,9,0,56,1
E30728,Sales & Marketing,other,2,3.0,9,0,44,0
E51842,Operations,sourcing,1,1.0,3,0,58,0
E11128,HR,other,1,3.0,2,0,56,0
E36369,Sales & Marketing,sourcing,1,2.0,9,0,44,0
E9352,Analytics,other,3,4.0,3,0,81,0
E70297,Technology,sourcing,1,3.0,15,0,79,0
E77255,Operations,sourcing,2,4.0,4,0,60,0
E58730,Analytics,other,1,4.0,3,0,83,0
E61353,Analytics,sourcing,2,3.0,4,0,87,0
E22433,Analytics,sourcing,1,4.0,2,0,84,0
E56718,Procurement,sourcing,1,5.0,2,0,73,0
E11115,Operations,other,1,3.0,3,0,57,0
E70631,Technology,other,1,2.0,5,0,84,0
E4297,Sales & Marketing,other,3,3.0,3,0,49,0
E61429,Sales & Marketing,other,2,5.0,3,0,63,1
E4412,Sales & Marketing,other,1,4.0,2,0,50,0
E76916,Procurement,sourcing,2,3.0,4,0,68,0
E75366,Technology,other,1,4.0,2,0,76,0
E39095,Legal,other,1,5.0,7,0,61,0
E69775,HR,other,1,2.0,6,0,47,0
E26023,Sales & Marketing,other,2,4.0,5,0,50,0
E71253,Sales & Marketing,sourcing,5,1.0,7,0,50,0
E24543,Technology,sourcing,1,3.0,3,0,75,0
E23204,Operations,other,1,4.0,5,0,60,0
E25884,R&D,other,1,3.0,4,0,83,0
E34036,Analytics,sourcing,1,3.0,7,0,82,0
E42258,HR,sourcing,1,3.0,5,0,45,0
E32337,Sales & Marketing,other,1,5.0,8,0,45,0
E45531,Sales & Marketing,other,1,1.0,4,0,48,0
E27618,Technology,sourcing,2,4.0,7,0,78,0
E28439,Technology,other,2,3.0,12,0,84,0
E20067,Technology,sourcing,1,3.0,7,0,89,1
E42092,Sales & Marketing,other,2,1.0,7,0,48,0
E56537,Sales & Marketing,other,1,,1,0,48,0
E55801,Technology,other,1,3.0,4,0,77,0
E4255,Operations,other,1,5.0,6,0,76,1
E65664,Finance,other,1,3.0,2,0,60,0
E51626,Sales & Marketing,other,1,2.0,3,0,52,0
E53285,Sales & Marketing,other,3,2.0,2,0,47,0
E45562,Analytics,other,1,5.0,4,0,87,0
E27312,Operations,sourcing,1,1.0,6,0,61,0
E9395,Sales & Marketing,other,1,3.0,2,0,48,0
E45824,Sales & Marketing,other,1,2.0,9,0,51,0
E48288,Analytics,sourcing,1,,1,0,86,1
E73882,Technology,other,2,,1,0,80,0
E65976,Operations,other,1,5.0,2,0,61,0
E38680,Technology,other,1,3.0,5,0,79,0
E61659,Sales & Marketing,sourcing,1,4.0,8,0,50,0
E48664,HR,sourcing,1,3.0,2,0,49,0
E1476,Technology,other,1,1.0,7,0,76,0
E61770,Operations,other,1,3.0,5,0,59,0
E75276,Procurement,sourcing,2,3.0,4,0,72,0
E54904,Analytics,sourcing,1,3.0,9,0,82,0
E40825,Technology,other,1,,1,0,78,0
E65760,Analytics,other,1,3.0,8,0,82,0
E4616,Technology,sourcing,1,1.0,4,0,83,0
E64260,Sales & Marketing,other,1,5.0,2,0,48,0
E70650,Operations,other,1,3.0,5,0,53,0
E40746,Operations,sourcing,1,5.0,14,0,60,0
E32791,Analytics,other,3,3.0,2,0,85,0
E61445,Technology,other,2,,1,0,79,0
E40022,Procurement,sourcing,2,,1,0,67,1
E63014,Operations,other,1,,1,0,54,1
E8490,Analytics,other,1,1.0,3,0,83,1
E10485,Sales & Marketing,other,1,3.0,5,0,50,0
E65512,Operations,other,2,3.0,7,0,64,0
E33637,Finance,sourcing,1,4.0,15,0,58,0
E6151,Procurement,other,1,3.0,4,0,69,0
E9104,HR,sourcing,1,4.0,2,0,47,0
E31965,Operations,other,1,2.0,2,0,56,0
E50359,Procurement,sourcing,1,3.0,17,0,71,0
E15042,Sales & Marketing,sourcing,1,5.0,5,0,51,0
E60539,Operations,sourcing,1,1.0,16,0,62,0
E8667,Operations,sourcing,1,4.0,7,0,59,0
E68822,Operations,referred,1,4.0,4,0,64,0
E6715,Technology,sourcing,1,3.0,13,0,87,0
E42538,Technology,other,1,3.0,4,0,81,0
E50071,Sales & Marketing,other,1,1.0,4,0,49,0
E47170,Sales & Marketing,sourcing,1,5.0,7,0,52,0
E16469,Technology,other,2,3.0,6,0,79,0
E33425,Procurement,sourcing,1,3.0,8,0,68,0
E20706,Technology,other,1,3.0,7,0,81,0
E13384,Sales & Marketing,sourcing,1,1.0,20,0,53,0
E49573,Legal,sourcing,1,5.0,5,0,64,1
E3375,Operations,sourcing,1,5.0,4,0,61,0
E1282,Technology,other,1,4.0,6,0,81,0
E529,Procurement,sourcing,1,3.0,2,0,76,0
E51147,Procurement,other,4,3.0,6,0,72,0
E4605,Finance,sourcing,1,3.0,3,0,58,0
E8153,Analytics,other,1,5.0,6,0,85,0
E18788,Operations,other,1,4.0,3,0,57,0
E75238,Sales & Marketing,other,1,3.0,4,0,48,0
E46415,Operations,other,1,4.0,8,0,57,0
E70166,Sales & Marketing,sourcing,1,3.0,4,0,49,0
E38125,Sales & Marketing,sourcing,1,,1,0,49,0
E6851,Analytics,sourcing,1,4.0,2,0,82,0
E4646,Sales & Marketing,other,1,3.0,8,0,59,1
E5381,Sales & Marketing,referred,1,5.0,4,0,48,0
E38280,Analytics,sourcing,1,2.0,3,0,88,1
E39145,HR,sourcing,1,5.0,3,0,49,0
E30729,Sales & Marketing,sourcing,1,5.0,7,0,47,0
E65996,Sales & Marketing,other,1,1.0,15,0,48,0
E17352,Operations,sourcing,1,3.0,2,0,62,0
E35208,Analytics,other,2,4.0,7,0,82,0
E9066,Analytics,other,3,3.0,5,0,85,0
E18812,Sales & Marketing,sourcing,1,2.0,11,0,53,0
E51880,Procurement,other,1,3.0,4,0,70,0
E53212,Procurement,other,1,5.0,4,1,73,1
E4108,Operations,other,1,5.0,5,0,57,0
E36602,Sales & Marketing,other,1,5.0,5,0,49,0
E18003,Sales & Marketing,other,1,2.0,9,0,52,0
E42189,Operations,other,1,3.0,8,0,57,0
E61513,Procurement,referred,1,3.0,6,0,68,0
E57318,Sales & Marketing,other,1,5.0,3,0,53,1
E47964,Operations,other,1,5.0,5,0,59,0
E68413,HR,sourcing,1,5.0,3,0,51,0
E57823,Technology,other,1,3.0,5,0,80,0
E61108,Sales & Marketing,other,1,5.0,6,0,49,0
E12606,Technology,sourcing,2,4.0,4,0,85,0
E21640,R&D,other,1,3.0,3,0,86,1
E10233,Analytics,other,1,3.0,4,0,90,0
E53098,Procurement,other,1,1.0,5,0,73,0
E9772,Technology,other,1,,1,0,79,0
E5547,Operations,other,2,5.0,7,0,64,1
E31486,Sales & Marketing,other,1,5.0,6,0,45,0
E64546,HR,sourcing,1,5.0,5,0,55,0
E20181,Procurement,other,1,4.0,15,0,72,0
E61420,Technology,sourcing,1,4.0,2,0,82,0
E60620,Technology,other,3,1.0,7,0,79,0
E30522,Sales & Marketing,sourcing,1,3.0,3,0,49,0
E76906,Technology,other,1,1.0,5,0,83,0
E52841,Sales & Marketing,other,3,1.0,4,0,53,0
E32624,Sales & Marketing,other,1,3.0,6,0,52,0
E10328,Operations,other,1,5.0,4,0,60,0
E41720,Operations,other,2,5.0,10,0,58,1
E39208,Operations,sourcing,1,,1,0,54,0
E30330,Technology,other,1,,1,0,78,0
E9717,Technology,other,1,5.0,4,0,81,0
E57452,Sales & Marketing,other,1,5.0,19,0,51,0
E51756,Operations,sourcing,2,4.0,6,0,58,0
E23295,Operations,other,1,3.0,19,0,60,0
E28237,Sales & Marketing,other,1,3.0,11,0,50,0
E9346,Sales & Marketing,other,2,1.0,4,0,53,0
E22915,Procurement,sourcing,1,3.0,16,0,70,0
E62881,Technology,other,1,1.0,4,0,79,0
E51144,Technology,other,1,3.0,8,0,79,0
E71717,Sales & Marketing,sourcing,1,3.0,3,0,51,0
E23085,Procurement,other,1,2.0,8,0,68,0
E76339,Operations,sourcing,1,3.0,7,0,57,0
E25084,Operations,sourcing,1,5.0,16,0,59,0
E51434,R&D,other,2,3.0,3,0,81,0
E65265,Finance,other,1,3.0,5,0,56,0
E64131,Technology,other,1,5.0,4,0,80,0
E65771,Sales & Marketing,sourcing,2,3.0,6,0,48,0
E78267,Technology,other,1,1.0,13,0,79,0
E54083,Sales & Marketing,referred,1,4.0,7,0,52,0
E10953,Procurement,other,1,3.0,8,0,67,0
E24265,Procurement,other,1,3.0,3,0,70,0
E26078,Operations,other,1,4.0,4,0,57,0
E51249,Procurement,other,2,3.0,5,0,70,0
E31442,Sales & Marketing,other,3,1.0,6,0,52,0
E38993,HR,sourcing,1,4.0,7,0,59,0
E37530,Sales & Marketing,other,2,1.0,2,0,50,0
E30629,Finance,sourcing,1,5.0,4,0,61,0
E18002,Technology,other,1,2.0,5,0,81,0
E69978,Operations,other,1,1.0,2,0,59,0
E35520,Operations,sourcing,1,3.0,2,0,56,0
E72917,Procurement,other,2,3.0,3,0,70,0
E66045,Analytics,other,2,4.0,5,0,82,0
E125,Operations,other,1,3.0,20,0,59,1
E73705,Technology,other,2,,1,0,81,0
E7,Operations,other,1,3.0,7,0,59,0
E3356,R&D,other,1,4.0,8,0,89,0
E235,Procurement,other,1,1.0,12,0,70,0
E31215,Procurement,sourcing,1,5.0,6,0,64,0
E73183,Operations,other,1,3.0,1,0,59,0
E67292,Sales & Marketing,sourcing,2,3.0,17,0,54,0
E38249,Analytics,other,2,5.0,5,0,83,0
E58113,Analytics,sourcing,1,4.0,7,1,83,0
E16620,Operations,sourcing,1,2.0,3,0,62,0
E3695,Operations,other,2,5.0,13,0,58,0
E69282,Technology,other,1,2.0,11,0,81,0
E19478,Finance,other,1,4.0,3,0,61,0
E8187,Procurement,sourcing,1,3.0,13,0,83,1
E68262,Technology,other,1,1.0,7,1,82,0
E49987,Procurement,other,1,3.0,3,0,72,0
E45695,Sales & Marketing,sourcing,1,3.0,7,1,47,0
E53380,HR,other,1,4.0,3,0,48,0
E63280,Analytics,other,1,4.0,7,0,84,0
E55713,Sales & Marketing,sourcing,1,2.0,13,0,51,0
E14701,Procurement,other,1,4.0,11,0,71,0
E39850,Technology,sourcing,2,3.0,2,0,81,0
E50727,Procurement,other,1,4.0,5,0,74,0
E72293,Sales & Marketing,other,1,2.0,3,0,47,0
E36679,Procurement,other,3,5.0,5,0,69,0
E11836,Analytics,sourcing,3,5.0,5,0,85,0
E59129,Sales & Marketing,other,1,3.0,6,0,51,0
E65444,Operations,sourcing,1,5.0,3,0,59,0
E62221,Operations,other,1,4.0,18,0,60,0
E59334,R&D,sourcing,2,4.0,5,0,84,0
E63495,Sales & Marketing,sourcing,1,1.0,7,0,50,0
E5390,Operations,other,2,4.0,4,0,61,0
E41384,Analytics,sourcing,1,1.0,4,0,85,0
E30815,Finance,other,1,3.0,6,0,64,0
E31840,Procurement,sourcing,1,3.0,6,0,74,0
E40282,Sales & Marketing,other,1,5.0,2,0,50,0
E57938,Sales & Marketing,other,2,4.0,7,0,46,0
E63434,Sales & Marketing,other,2,,1,0,43,0
E49878,Sales & Marketing,other,1,,1,0,48,0
E55728,Sales & Marketing,other,1,5.0,3,0,49,0
E26520,Sales & Marketing,sourcing,1,4.0,4,0,50,0
E13373,HR,sourcing,1,,1,0,53,0
E70882,Sales & Marketing,sourcing,1,3.0,3,0,46,0
E36989,Sales & Marketing,sourcing,1,5.0,2,0,50,0
E74604,HR,other,1,3.0,2,0,52,0
E41682,Legal,sourcing,1,3.0,2,0,54,0
E77199,Sales & Marketing,sourcing,1,,1,0,50,0
E24463,Operations,sourcing,1,5.0,2,0,61,0
E53180,Finance,sourcing,2,1.0,3,0,64,0
E11040,Technology,sourcing,1,3.0,3,0,78,0
E38235,Sales & Marketing,sourcing,4,1.0,2,0,52,0
E37043,Procurement,sourcing,1,5.0,5,0,66,0
E6654,Analytics,other,2,4.0,2,0,85,0
E53872,Procurement,other,1,4.0,2,0,74,0
E9692,Procurement,sourcing,1,4.0,2,0,68,0
E61128,Sales & Marketing,other,1,3.0,2,0,50,0
E3296,Sales & Marketing,other,1,3.0,4,0,62,1
E62018,Analytics,other,1,4.0,4,0,86,1
E30489,Sales & Marketing,other,1,1.0,3,0,49,0
E8937,Sales & Marketing,other,1,4.0,13,0,51,0
E39135,Technology,other,2,3.0,2,0,79,0
E13305,Finance,other,1,1.0,5,0,59,0
E61138,HR,other,1,3.0,9,0,53,0
E12498,Sales & Marketing,other,1,5.0,10,0,51,0
E37241,Sales & Marketing,sourcing,1,4.0,3,0,50,0
E60182,Sales & Marketing,sourcing,1,3.0,16,0,45,0
E8816,Analytics,sourcing,1,5.0,4,0,81,0
E28853,Sales & Marketing,sourcing,1,1.0,2,0,46,0
E71107,Analytics,other,1,3.0,6,0,88,0
E38637,Procurement,other,1,2.0,3,0,68,0
E77226,Technology,sourcing,1,4.0,2,0,80,0
E773,Sales & Marketing,sourcing,1,3.0,16,0,47,0
E61130,Technology,sourcing,1,3.0,7,0,82,0
E77944,Procurement,other,5,4.0,6,0,64,1
E5694,Operations,sourcing,1,4.0,3,0,65,0
E7210,Operations,other,1,3.0,3,0,60,0
E51172,Sales & Marketing,other,1,2.0,2,0,49,0
E38702,Procurement,sourcing,1,5.0,4,0,67,1
E30845,Analytics,sourcing,1,4.0,11,0,84,0
E64379,Operations,other,1,5.0,21,0,59,0
E44217,Sales & Marketing,sourcing,3,5.0,3,0,49,0
E27961,Sales & Marketing,other,1,1.0,2,0,52,0
E71929,Operations,sourcing,1,3.0,6,0,64,0
E35349,Finance,sourcing,1,3.0,3,1,61,0
E22917,Sales & Marketing,other,1,5.0,5,0,46,1
E46751,Sales & Marketing,sourcing,1,4.0,4,0,51,0
E73297,Operations,other,1,5.0,3,0,59,0
E57444,HR,other,1,4.0,4,0,50,0
E61537,Procurement,other,3,3.0,16,0,70,0
E72666,Sales & Marketing,other,1,5.0,5,0,43,0
E14348,Procurement,sourcing,8,3.0,2,0,68,0
E29638,Sales & Marketing,other,1,3.0,4,0,48,0
E56592,Operations,other,1,3.0,17,0,61,1
E49169,Sales & Marketing,sourcing,1,3.0,5,0,50,0
E75080,Procurement,sourcing,3,3.0,10,0,70,0
E14312,Operations,sourcing,1,,1,0,60,0
E15208,Operations,other,1,,1,0,63,0
E59271,Legal,sourcing,1,5.0,3,0,62,0
E49099,Operations,other,1,4.0,3,0,63,0
E36609,Procurement,sourcing,1,2.0,2,0,68,0
E14134,Procurement,other,1,5.0,2,0,67,0
E49651,Technology,sourcing,1,1.0,2,0,81,0
E26465,Finance,sourcing,1,5.0,19,0,63,0
E14120,Sales & Marketing,other,1,1.0,6,0,46,0
E50129,Sales & Marketing,other,1,2.0,6,0,51,0
E45461,Operations,sourcing,1,3.0,7,0,59,1
E50659,Operations,other,1,5.0,5,1,60,1
E62438,Analytics,sourcing,1,2.0,5,0,85,0
E43986,Procurement,other,1,3.0,3,0,66,0
E13844,Operations,sourcing,1,3.0,2,0,57,0
E63914,Operations,other,1,3.0,8,1,90,1
E63699,HR,other,1,3.0,6,0,52,0
E5516,Operations,other,1,4.0,8,0,59,0
E28661,Analytics,other,1,4.0,7,0,84,0
E38213,Operations,other,1,3.0,6,0,64,0
E18845,Analytics,other,2,2.0,3,0,84,0
E41318,Sales & Marketing,other,1,5.0,7,0,50,0
E4464,Procurement,other,2,3.0,4,0,71,0
E39067,Operations,sourcing,1,,1,0,61,0
E15925,Procurement,sourcing,2,3.0,7,0,74,0
E13733,Sales & Marketing,sourcing,1,3.0,9,0,50,0
E63795,Operations,other,1,5.0,5,1,99,1
E33805,Sales & Marketing,other,1,5.0,8,0,50,1
E19337,Procurement,sourcing,1,4.0,27,0,72,0
E78201,Sales & Marketing,sourcing,2,4.0,5,0,55,0
E56407,Sales & Marketing,sourcing,1,2.0,3,0,50,0
E57739,Operations,other,1,3.0,3,0,57,0
E23505,Analytics,sourcing,1,4.0,5,0,89,0
E4980,Operations,other,1,3.0,9,0,58,0
E26855,Sales & Marketing,other,1,3.0,2,0,48,1
E24870,Sales & Marketing,sourcing,1,5.0,9,0,50,0
E35152,Operations,sourcing,1,4.0,9,0,60,0
E24365,Finance,sourcing,1,5.0,9,0,62,0
E52128,Procurement,sourcing,2,3.0,11,0,67,0
E74812,Operations,other,1,5.0,10,0,59,0
E12017,Sales & Marketing,other,1,5.0,5,0,49,0
E11123,Sales & Marketing,other,1,3.0,7,0,54,0
E42060,HR,sourcing,1,5.0,8,0,52,0
E69690,Analytics,other,1,3.0,4,0,82,0
E51770,Sales & Marketing,other,1,1.0,4,0,53,0
E55299,Technology,other,1,2.0,4,0,79,0
E64741,Sales & Marketing,sourcing,1,4.0,4,0,48,0
E43046,Operations,sourcing,1,2.0,8,0,60,0
E49787,Sales & Marketing,sourcing,1,3.0,4,0,54,0
E55815,Operations,other,1,5.0,10,0,61,0
E24476,Procurement,other,2,5.0,9,0,75,0
E12672,Operations,other,1,3.0,4,0,59,0
E18102,Finance,other,1,5.0,8,0,64,0
E26124,Operations,other,1,4.0,5,0,56,0
E59163,Analytics,sourcing,1,4.0,5,0,86,0
E72929,Operations,sourcing,1,3.0,7,0,62,0
E4937,Analytics,sourcing,2,4.0,2,0,89,1
E1252,Sales & Marketing,sourcing,1,3.0,2,0,48,0
E51846,Operations,sourcing,1,4.0,10,0,60,0
E36943,Technology,sourcing,1,2.0,2,0,80,0
E37280,Operations,sourcing,1,4.0,2,0,60,0
E71685,Sales & Marketing,sourcing,1,3.0,9,0,50,0
E77853,Operations,other,1,3.0,7,0,62,0
E39274,Technology,other,1,4.0,2,0,79,0
E14374,Technology,other,1,,1,0,83,0
E73086,Sales & Marketing,other,1,5.0,5,0,51,0
E42246,Sales & Marketing,other,1,1.0,4,0,52,0
E54555,Sales & Marketing,sourcing,1,5.0,10,0,51,0
E68100,Analytics,sourcing,2,3.0,4,0,81,0
E6011,Technology,other,2,3.0,4,0,76,0
E22701,Legal,sourcing,1,5.0,2,0,54,0
E20221,Operations,other,1,5.0,4,0,58,1
E44596,Procurement,other,1,,1,0,68,0
E50698,Procurement,other,1,3.0,7,0,68,0
E75932,Sales & Marketing,other,1,1.0,2,0,51,0
E67840,Procurement,other,1,3.0,5,0,66,0
E71519,Analytics,other,1,4.0,5,0,85,1
E71810,Sales & Marketing,sourcing,1,3.0,15,0,50,0
E10615,Technology,sourcing,1,2.0,5,0,84,0
E25897,Sales & Marketing,other,1,3.0,2,0,46,0
E69935,Sales & Marketing,other,1,,1,0,50,0
E53130,Analytics,sourcing,1,5.0,7,0,84,0
E48485,Sales & Marketing,other,1,3.0,3,0,49,0
E37044,Operations,other,1,5.0,5,0,60,0
E13430,Procurement,other,1,1.0,2,0,72,0
E28799,Procurement,sourcing,2,3.0,3,0,68,0
E63812,HR,other,1,5.0,2,1,67,1
E71515,Operations,sourcing,1,5.0,3,0,58,0
E54260,Sales & Marketing,sourcing,3,2.0,6,0,49,0
E61698,Operations,other,1,3.0,12,0,62,0
E16468,Procurement,other,1,3.0,2,0,69,0
E58895,Technology,other,1,,1,0,77,1
E37231,Operations,sourcing,1,3.0,4,0,58,0
E44210,Analytics,sourcing,1,1.0,2,0,82,0
E25424,Sales & Marketing,sourcing,1,4.0,2,0,49,0
E71280,Sales & Marketing,other,1,5.0,8,0,47,0
E4969,Technology,other,1,5.0,7,0,77,0
E55371,Operations,sourcing,1,,1,0,56,0
E56801,Operations,sourcing,1,5.0,5,0,60,0
E25506,Operations,sourcing,1,5.0,4,0,61,0
E21235,HR,other,1,3.0,9,0,51,0
E40439,Sales & Marketing,other,2,1.0,10,0,41,0
E39187,Procurement,other,1,3.0,1,0,65,0
E19993,Operations,other,1,3.0,8,0,59,0
E53792,Operations,other,1,3.0,9,0,61,0
